run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,backbone_bucket
0113_a88f0f5c,program_step0113_a88f0f5c.py,eval_step0113_a88f0f5c.json,0.6531914893617021,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian mixture modeling', 'multi-view learning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 for feature extraction. It employs various strategies such as pseudo-labeling, consistency objectives, and knowledge distillation to enhance model performance on labeled and unlabeled data. The model is trained to leverage multi-view data and incorporates Gaussian mixture modeling for improved classification accuracy.",True,False,11425,157,11582,DINOv2 only
0114_ba556790,program_step0114_ba556790.py,eval_step0114_ba556790.json,0.6579787234042553,"['DINOv2', 'MLP']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'covariance-aware classification', 'shrinkage-LDA', 'student distillation', 'multi-view feature extraction', 'Gaussian log-density fusion']",8,yes,"This program implements a semi-supervised learning framework that enhances classification performance with a novel covariance-aware quadratic logits approach. It utilizes frozen DINOv2 features for feature extraction and employs a student-teacher model for distillation. The method incorporates pseudo-labeling and consistency objectives to leverage unlabeled data effectively, while also refining class prototypes with diagonal covariance estimates. The final classifier fuses cosine similarity and Gaussian log-density scores for improved predictions.",True,False,9493,165,9658,DINOv2 only
0115_84e29e98,program_step0115_84e29e98.py,eval_step0115_84e29e98.json,0.6484042553191489,"['DINOv2', 'MLP']","['frozen feature extraction', 'shrinkage-LDA', 'graph posterior blending', 'student distillation', 'local quadratic scoring', 'pseudo-labeling', 'consistency regularization', 'data augmentation']",8,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using DINOv2. It introduces a class-conditional covariance-aware local quadratic scoring mechanism to improve decision-making in the student embedding space. The method leverages high-confidence pseudo-labeled samples to model local class geometry without fine-tuning the backbone, aiming for data efficiency. The approach combines various training strategies, including student distillation and consistency objectives, to refine predictions and improve classification accuracy.",True,False,11984,169,12153,DINOv2 only
0116_57da5a45,program_step0116_57da5a45.py,eval_step0116_57da5a45.json,0.6563829787234042,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian process', 'local Fisher retrieval']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification. It employs various techniques such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance on labeled and unlabeled data. The training process includes knowledge distillation and Gaussian process methods to refine predictions and improve accuracy. The model is designed to handle both labeled and unlabeled datasets effectively.",True,False,10594,157,10751,DINOv2 only
0118_48ee71ce,program_step0118_48ee71ce.py,eval_step0118_48ee71ce.json,0.6473404255319148,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head', 'Mahalanobis head', 'knowledge distillation', 'label smoothing', 'feature projection', 'LDA', 'memory bank']",11,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance with limited labeled data. The model is trained using a combination of supervised and unsupervised losses, including Gaussian and Mahalanobis heads for improved representation learning. The program also includes a memory bank for retrieval-based predictions.",True,False,11675,175,11850,DINOv2 only
0119_b723b89f,program_step0119_b723b89f.py,eval_step0119_b723b89f.json,0.6558510638297872,"['DINOv2', 'ViT']","['class-wise prototypes', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'multi-view consistency', 'Gaussian mixture modeling', 'subcenter learning']",8,yes,"The program implements a semi-supervised learning pipeline that enhances class representation through class-wise prototype subcenters and reliability-gated mixture scoring. It utilizes frozen DINOv2 features and employs a student-teacher framework for distillation. The method incorporates pseudo-labeling from unlabeled data and models class substructure using Gaussian mixtures and subcenters. The approach aims to improve classification accuracy, particularly for multi-modal texture classes.",True,False,12190,159,12349,DINOv2 only
0120_a2b1db21,program_step0120_a2b1db21.py,eval_step0120_a2b1db21.json,0.6547872340425532,"['DINOv2', 'StudentNet']","['transductive optimal transport', 'confidence-ramped distillation', 'shrinkage-LDA', 'graph posterior blending', 'pseudo-labeling', 'view consistency', 'Gaussian head fitting']",7,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance through a novel class-aware transductive optimal transport refinement. It utilizes frozen DINOv2 features and incorporates confidence-ramped student distillation along with a structured assignment problem to balance class mass in the unlabeled data. The approach includes training a student model with labeled and unlabeled data, leveraging view consistency and Gaussian modeling for improved predictions.",True,False,11203,154,11357,DINOv2 only
0121_c1a2407b,program_step0121_c1a2407b.py,eval_step0121_c1a2407b.json,0.6462765957446809,"['DINOv2', 'ViT']","['geodesic medoid prototypes', 'graph posterior blending', 'shrinkage-LDA projection', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head', 'geodesic head']",8,yes,"This program implements a semi-supervised learning pipeline that enhances a strong baseline by introducing unlabeled manifold geodesic smoothing with class-wise geodesic medoid prototypes. It utilizes a frozen DINOv2 backbone for feature extraction and employs a combination of labeled and pseudo-labeled data to refine class prototypes. The method focuses on improving the geometry of class representations in the feature space, leveraging graph-based techniques to better capture local texture continuity and robustness in predictions.",True,False,11806,170,11976,DINOv2 only
0122_0e5e936c,program_step0122_0e5e936c.py,eval_step0122_0e5e936c.json,0.6446808510638298,"['DINOv2', 'ViT']","['class-conditional residual energy modeling', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'multi-view consistency', 'Gaussian head fitting', 'residual energy head fitting']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by incorporating class-conditional residual energy modeling. It utilizes a frozen DINOv2 backbone for feature extraction, followed by a student network that distills knowledge from labeled and pseudo-labeled data. The method emphasizes capturing intra-class variation through residual energy, while also employing techniques like graph posterior blending and Gaussian modeling to improve predictions. The approach is designed to be data-efficient, leveraging a small number of labeled examples alongside a larger set of reliable pseudo-labels.",True,False,12302,184,12486,DINOv2 only
0124_69bab07d,program_step0124_69bab07d.py,eval_step0124_69bab07d.json,0.6430851063829788,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian mixture modeling', 'knowledge distillation', 'clustering', 'parameter-efficient fine-tuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 for feature extraction. It employs various strategies such as pseudo-labeling, consistency objectives, and Gaussian mixture modeling to enhance the learning process. The model is trained on both labeled and unlabeled data, utilizing multi-view augmentations and knowledge distillation techniques to improve performance. The final model is capable of making predictions on new images after training.",True,False,11949,176,12125,DINOv2 only
0126_16c4c60b,program_step0126_16c4c60b.py,eval_step0126_16c4c60b.json,0.41914893617021276,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'low-rank modeling']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance with limited labeled data. The framework also incorporates multi-view augmentations and Gaussian processes to improve the robustness of predictions. The model is trained to effectively utilize both labeled and unlabeled data for better generalization.",True,False,11730,157,11887,DINOv2 only
0128_67a5dc37,program_step0128_67a5dc37.py,eval_step0128_67a5dc37.json,0.6468085106382979,"['ViT', 'ECOCStudent']","['semi-supervised learning', 'multi-view consistency', 'pseudo-labeling', 'LDA', 'class graph', 'ECOC', 'view agreement', 'label smoothing', 'Laplacian regularization']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and an ECOC-based student model. It leverages multi-view consistency and pseudo-labeling to enhance the learning from both labeled and unlabeled data. The training process includes techniques such as LDA for feature projection, class graph construction, and Laplacian regularization to improve classification performance. The model is designed to handle complex datasets with a focus on efficient learning from limited labeled samples.",True,False,9592,173,9765,DINOv2 only
0129_3eb61a73,program_step0129_3eb61a73.py,eval_step0129_3eb61a73.json,0.6537234042553192,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'low-rank adaptation', 'Gaussian head', 'fused logits']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The model is trained to classify images while leveraging both labeled and unlabeled samples, utilizing a low-rank adaptation approach and Gaussian modeling for improved generalization.",True,False,10784,154,10938,DINOv2 only
0130_567ad6e8,program_step0130_567ad6e8.py,eval_step0130_567ad6e8.json,0.6510638297872341,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'shrinkage-LDA', 'prototype-slot memory refinement', 'entropic optimal transport', 'pseudo-labeling', 'compact student distillation', 'cosine inference', 'Gaussian inference', 'view agreement', 'consistency regularization']",10,yes,"The program implements a semi-supervised learning framework that enhances classification performance by refining class prototypes using a novel prototype-slot memory refinement method. It leverages frozen DINOv2 features and employs a combination of pseudo-labeling, consistency objectives, and a compact student distillation approach. The method aims to address the challenges of multi-modal texture classes by fitting multiple class-specific memory slots, thus improving the model's ability to generalize from limited labeled data.",True,False,11860,177,12037,DINOv2 only
0131_dfb13f4b,program_step0131_dfb13f4b.py,eval_step0131_dfb13f4b.json,0.6457446808510638,"['DINOv2', 'ViT']","['frozen features', 'shrinkage-LDA', 'student distillation', 'pseudo-labeling', 'entropy-regularized assignment', 'multi-component prototypes', 'Gaussian head', 'component head', 'view agreement', 'consistency regularization']",10,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-conditional optimal-transport style soft assignment refinement. It introduces a mixture of class components for improved representation of multimodal texture classes, leveraging reliable pseudo-labels from unlabeled data. The training involves a student model that distills knowledge from a teacher model, utilizing various regularization techniques and consistency objectives to optimize performance.",True,False,11356,169,11525,DINOv2 only
0132_4fae885a,program_step0132_4fae885a.py,eval_step0132_4fae885a.json,0.6218085106382979,"['DINOv2', 'MLP']","['heterogeneous teacher ensemble', 'class-specialist reliability weighting', 'shrinkage-LDA projection', 'semi-supervised soft targets', 'KL distillation', 'label-smoothed CE', 'confidence-weighted pseudo-label CE', 'kNN propagation', 'cosine prototype teacher', 'ridge regression teacher', 'diagonal Gaussian teacher']",11,yes,"This program implements a semi-supervised learning framework that enhances a strong pipeline by introducing a heterogeneous teacher ensemble with class-specialist reliability weighting. It utilizes frozen DINOv2 features for projection and combines predictions from multiple teacher models to improve classification accuracy in tiny-data settings. The training process includes label smoothing, knowledge distillation, and confidence-weighted pseudo-labeling, along with kNN propagation for refining predictions on unlabeled data.",True,False,9441,187,9628,DINOv2 only
0133_4b896c6c,program_step0133_4b896c6c.py,eval_step0133_4b896c6c.json,0.6430851063829788,"['DINOv2', 'MLP']","['frozen backbone', 'shrinkage-LDA', 'pseudo-labeling', 'mixture of prototypes', 'consistency regularization', 'Gaussian head', 'memory bank', 'multi-view augmentation']",8,yes,"The program implements a semi-supervised learning framework that enhances classification performance by utilizing a class-wise mixture of prototypes for multi-modal texture classes. It employs a frozen DINOv2 backbone to extract features and applies a series of training strategies including pseudo-labeling, consistency objectives, and a mixture head to improve model robustness. The approach focuses on leveraging both labeled and unlabeled data effectively while maintaining a compact student model for inference.",True,False,12155,159,12314,DINOv2 only
0137_b98d2690,program_step0137_b98d2690.py,eval_step0137_b98d2690.json,0.6430851063829788,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency training', 'multi-view augmentation', 'Gaussian process', 'residual adapter head']",6,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency training, and multi-view augmentation to enhance model performance with limited labeled data. Additionally, it incorporates Gaussian processes and residual adapter heads to improve the robustness and accuracy of predictions.",True,False,12214,133,12347,DINOv2 only
0139_84b4cc9d,program_step0139_84b4cc9d.py,eval_step0139_84b4cc9d.json,0.6436170212765957,"['ViT', 'StudentNet']","['semi-supervised learning', 'consistency regularization', 'pseudo-labeling', 'multi-view augmentation', 'knowledge distillation', 'Gaussian mixture modeling', 'prototype-based refinement']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs various techniques such as consistency regularization, pseudo-labeling, and knowledge distillation to enhance model performance with limited labeled data. The framework also incorporates multi-view augmentations and Gaussian mixture modeling for improved feature representation and classification accuracy.",True,False,11234,142,11376,DINOv2 only
0140_cf729d79,program_step0140_cf729d79.py,eval_step0140_cf729d79.json,0.6356382978723404,"['DINOv2', 'MLP']","['prototype-residual decomposition', 'residual-matching distillation', 'shrinkage-LDA projection', 'graph-smoothed posteriors', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting', 'shared residual dictionary']",9,yes,"The program implements a semi-supervised learning framework that enhances texture recognition by utilizing a frozen DINOv2 backbone and a student model. It introduces a novel prototype-residual decomposition method to address class centroid rigidity by fitting shared residual atoms. The approach leverages reliable pseudo-labels and incorporates various training strategies, including consistency objectives and Gaussian modeling, to improve classification performance with limited labeled data.",True,False,12371,177,12548,DINOv2 only
0141_c2183cde,program_step0141_c2183cde.py,eval_step0141_c2183cde.json,0.6531914893617021,"['DINOv2', 'ViT']","['multi-view', 'shrinkage-LDA', 'prototype-teacher', 'graph-blended student', 'pseudo-labeling', 'consistency objectives', 'Gaussian classification', 'residual correction']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by adding a prototype-residual nearest-class correction head on top of a frozen DINOv2 backbone. It utilizes multi-view training, shrinkage-LDA for feature projection, and a graph-based blending of teacher-student models. The approach focuses on addressing class confusion in texture recognition by modeling residual patterns and leveraging pseudo-labels from unlabeled data, while maintaining a low runtime with a compact memory bank.",True,False,11984,168,12152,DINOv2 only
0142_8ff5d684,program_step0142_8ff5d684.py,eval_step0142_8ff5d684.json,0.6377659574468085,"['DINOv2', 'ViT']","['class-aware optimal transport', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'Gaussian head', 'atom head', 'shrinkage-LDA', 'student-teacher distillation']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-aware optimal transport prototype head. It utilizes a combination of labeled and pseudo-labeled data to create a robust multi-modal representation for texture recognition. The training process involves student-teacher distillation, consistency objectives, and the construction of a compact set of learned atoms for each class to improve classification accuracy.",True,False,11056,156,11212,DINOv2 only
0144_48ed4579,program_step0144_48ed4579.py,eval_step0144_48ed4579.json,0.6505319148936171,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'relational learning', 'knowledge distillation']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The framework also incorporates Gaussian processes and relational learning to improve classification accuracy and robustness. The model is designed to handle both labeled and unlabeled datasets effectively.",True,False,12658,152,12810,DINOv2 only
0145_6cb1eec2,program_step0145_6cb1eec2.py,eval_step0145_6cb1eec2.json,0.648936170212766,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'soft assignment distillation', 'pseudo-labeling', 'consistency objectives', 'k-means clustering', 'Gaussian mixture modeling', 'multi-view training', 'student-teacher training']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using unlabeled cluster latent prototypes with soft assignment distillation. It leverages a DINOv2 backbone and employs various training strategies, including pseudo-labeling and consistency objectives, to improve classification performance with limited labeled data. The approach models each semantic class as a mixture of latent texture modes, allowing for better representation of complex visual categories.",True,False,11808,159,11967,DINOv2 only
0146_f6fef606,program_step0146_f6fef606.py,eval_step0146_f6fef606.json,0.6473404255319148,"['ViT', 'StudentNet', 'RelationHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'LDA', 'cross-entropy loss', 'KL divergence', 'memory bank', 'relation learning']",11,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance learning from both labeled and unlabeled data. The model is trained to classify images while leveraging multi-view augmentations and a relation head for improved performance. Additionally, it incorporates a Gaussian process for uncertainty estimation and a memory bank for retrieval-based predictions.",True,False,11768,183,11951,DINOv2 only
0147_e293b666,program_step0147_e293b666.py,eval_step0147_e293b666.json,0.6446808510638298,"['DINOv2', 'ViT']","['frozen backbone', 'multi-view extraction', 'shrinkage-LDA projection', 'prototype teacher', 'graph posterior blending', 'student distillation', 'class-transport estimation', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'Gaussian head fitting', 'memory bank retrieval']",12,yes,The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-token transport smoothing head. It utilizes multi-view extraction and shrinkage-LDA projection to refine class prototypes and employs a student-teacher model for distillation. The method focuses on leveraging unlabeled data through class confusion transport matrices to improve classification accuracy while maintaining data efficiency.,True,False,11632,169,11801,DINOv2 only
0150_fbc4e72c,program_step0150_fbc4e72c.py,eval_step0150_fbc4e72c.json,0.6526595744680851,"['ViT', 'StudentNet', 'ConfusionHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'cross-entropy loss', 'knowledge distillation', 'label smoothing', 'parameter-efficient fine-tuning']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance learning from both labeled and unlabeled data. The model is trained to improve classification accuracy while leveraging Gaussian processes for uncertainty estimation and a confusion head for refining predictions.",True,False,12740,162,12902,DINOv2 only
0151_ae5241f2,program_step0151_ae5241f2.py,eval_step0151_ae5241f2.json,0.6531914893617021,"['DINOv2', 'ViT']","['semi-supervised learning', 'multi-prototype modeling', 'pseudo-labeling', 'student distillation', 'Gaussian mixture modeling', 'consistency regularization', 'view agreement', 'shrinkage-LDA', 'feature extraction', 'data augmentation']",10,yes,"This program implements a semi-supervised learning framework that enhances classification performance by utilizing a multi-prototype per class modeling approach. It leverages frozen DINOv2 features for feature extraction, followed by a refined prototype teacher and student distillation. The method incorporates pseudo-labeling and consistency objectives to improve the model's robustness, particularly in texture classification tasks with limited labeled data. The program also introduces a Gaussian mixture model to capture multi-modal class distributions effectively.",True,False,12524,175,12699,DINOv2 only
0152_f8c68608,program_step0152_f8c68608.py,eval_step0152_f8c68608.json,0.6547872340425532,"['DINOv2', 'ViT']","['supervised contrastive learning', 'prototype-memory refinement', 'hard-negative correction', 'pseudo-labeling', 'consistency objectives', 'Gaussian mixture modeling', 'compactness regularization', 'multi-view augmentation', 'distillation', 'LDA projection']",10,yes,"The program implements a semi-supervised learning framework that enhances a strong existing pipeline by adding a feature-space supervised contrastive prototype-memory refinement with adaptive hard-negative correction. It leverages labeled and pseudo-labeled samples to improve student embeddings, focusing on fine-grained texture classification. The approach includes various training strategies such as distillation, consistency objectives, and Gaussian modeling to refine the model's performance.",True,False,12399,176,12575,DINOv2 only
0153_8ca6211a,program_step0153_8ca6211a.py,eval_step0153_8ca6211a.json,0.6446808510638298,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian mixture modeling', 'sparse coding', 'memory bank retrieval']",9,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs various strategies such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance on labeled and unlabeled data. The framework also incorporates multi-view augmentations and a sparse coding approach for improved feature representation. Additionally, it utilizes a memory bank for retrieval-based predictions.",True,False,12027,175,12202,DINOv2 only
0154_7639de9f,program_step0154_7639de9f.py,eval_step0154_7639de9f.json,0.651595744680851,"['ViT', 'StudentNet', 'ConfusionHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'cross-entropy loss', 'knowledge distillation', 'confusion matrix correction']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various training strategies including pseudo-labeling, consistency regularization, and knowledge distillation to enhance performance on labeled and unlabeled data. The model is designed to handle multi-view augmentations and incorporates a confusion head for improved predictions. The overall goal is to effectively leverage both labeled and unlabeled data for classification tasks.",True,False,11589,169,11758,DINOv2 only
0155_a61debec,program_step0155_a61debec.py,eval_step0155_a61debec.json,0.6462765957446809,"['DINOv2', 'ViT']","['supervised contrastive learning', 'pseudo-labeling', 'consistency regularization', 'hard-negative calibration', 'Gaussian head fitting', 'view agreement', 'shrinkage-LDA', 'student distillation']",8,yes,"The program implements a semi-supervised learning framework that enhances a strong pipeline using a supervised contrastive prototype-margin training stage. It leverages frozen DINOv2 features and incorporates a prototype-aware contrastive objective to improve student embedding geometry. The method includes pseudo-labeling of unlabeled samples, consistency objectives, and a hard-negative calibration layer to refine predictions. The approach aims to reduce fine-grained confusion between similar classes while maintaining data efficiency.",True,False,12567,165,12732,DINOv2 only
0156_200a8a3f,program_step0156_200a8a3f.py,eval_step0156_200a8a3f.json,0.6553191489361702,"['DINOv2', 'ViT']","['class-conditional optimal-transport label denoising', 'pseudo-labeling', 'student distillation', 'graph posterior blending', 'cosine/Gaussian/retrieval inference', 'multi-view augmentation', 'shrinkage-LDA projection', 'entropic transport refinement', 'consistency regularization', 'label smoothing']",10,yes,"The program implements a semi-supervised learning framework for texture recognition using a class-conditional optimal-transport label denoising method on pseudo-labels. It leverages a frozen DINOv2 backbone for feature extraction and employs a student-teacher paradigm for distillation. The approach includes multi-view augmentations and a refined prototype teacher to improve the quality of pseudo-labels, ultimately enhancing model performance on a balanced dataset with limited labeled samples.",True,False,10996,201,11197,DINOv2 only
0157_a0e38393,program_step0157_a0e38393.py,eval_step0157_a0e38393.json,0.6510638297872341,"['ViT', 'StudentNet', 'RouterNet', 'ExpertNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process posterior', 'cross-view agreement', 'hierarchical routing', 'expert networks', 'knowledge distillation']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a combination of pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The architecture includes a student network for feature extraction, a router for hierarchical classification, and expert networks for specialized class handling. The approach also integrates Gaussian processes for uncertainty estimation and cross-view agreement to improve predictions.",True,False,13639,185,13824,DINOv2 only
0158_c658be81,program_step0158_c658be81.py,eval_step0158_c658be81.json,0.648936170212766,"['DINOv2', 'ViT']","['CRF head', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'Gaussian head', 'transition matrix', 'student distillation']",7,yes,The program implements a semi-supervised learning framework that enhances a strong classification pipeline by adding a prototype-to-prototype transition CRF head. It leverages DINOv2 features and employs a novel class-transition matrix to refine predictions based on neighborhood statistics. The method focuses on improving classification accuracy by addressing structured ambiguities in texture classes while maintaining efficiency through a lightweight training process.,True,False,11692,140,11832,DINOv2 only
0160_b72c1bf7,program_step0160_b72c1bf7.py,eval_step0160_b72c1bf7.json,0.652127659574468,"['ViT', 'StudentNet', 'AnchorRefiner']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'contrastive learning', 'parameter-efficient fine-tuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a student-teacher model with pseudo-labeling and consistency objectives to enhance learning from both labeled and unlabeled data. The architecture includes a StudentNet for feature extraction and an AnchorRefiner for refining embeddings. The training process incorporates various strategies such as knowledge distillation, Gaussian processes, and multi-view augmentations to improve classification performance.",True,False,12065,177,12242,DINOv2 only
0161_8f6e3785,program_step0161_8f6e3785.py,eval_step0161_8f6e3785.json,0.6462765957446809,"['DINOv2', 'MLP']","['transductive supervised-contrastive', 'pseudo-labeling', 'class-center repulsion', 'density-aware pseudo-support selection', 'shrinkage-LDA', 'contrastive loss', 'KL distillation', 'consistency regularization', 'Gaussian head fitting']",9,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using a transductive supervised-contrastive memory training stage. It introduces class-center repulsion and density-aware pseudo-support selection to improve the training of a compact student network. The approach leverages DINOv2 features and employs various training strategies, including pseudo-labeling and contrastive objectives, to efficiently learn from limited labeled data.",True,False,10848,170,11018,DINOv2 only
0162_a1eb7db3,program_step0162_a1eb7db3.py,eval_step0162_a1eb7db3.json,0.649468085106383,"['DINOv2', 'ViT']","['prototype-to-prototype optimal-transport smoothing', 'semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'Gaussian head', 'multi-view training', 'shrinkage-LDA', 'class affinity matrix', 'entropic row normalization', 'fused logits', 'memory bank', 'transport smoothing']",12,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 feature extractor with a prototype-to-prototype optimal-transport smoothing head. It focuses on structured confusion between classes at the prototype level, leveraging class affinities and transport plans to improve predictions. The training pipeline includes multi-view data augmentation, pseudo-labeling, and consistency objectives to refine the model's performance on a limited number of labeled samples.",True,False,11123,183,11306,DINOv2 only
0163_2946d039,program_step0163_2946d039.py,eval_step0163_2946d039.json,0.6531914893617021,"['DINOv2', 'StudentNet']","['soft-label manifold coding', 'RBF memory head', 'student distillation', 'graph posterior blending', 'shrinkage-LDA', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting', 'anchor bank construction']",10,yes,"This program implements a novel extension to a semi-supervised learning pipeline by introducing a semantic soft-label manifold coding with a class-specific radial basis function (RBF) memory head. It leverages frozen DINOv2 features and employs a student-teacher framework for distillation, while maintaining a strong core pipeline. The method enhances the model's ability to handle multimodal classes and improves robustness against pseudo-label noise through the use of nonparametric class evidence models and anchor points.",True,False,12535,182,12717,DINOv2 only
0164_c910cd6f,program_step0164_c910cd6f.py,eval_step0164_c910cd6f.json,0.6457446808510638,"['DINOv2', 'MLP', 'ExpertNet']","['shrinkage-LDA', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'hard-negative mining', 'Gaussian head', 'memory bank', 'view agreement', 'distillation']",9,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a hard-negative margin calibration mechanism. It focuses on refining class predictions by training specialized experts for confusable class neighborhoods, leveraging both labeled and pseudo-labeled data. The approach incorporates various techniques such as shrinkage-LDA for feature projection, consistency objectives for multi-view agreement, and a Gaussian head for uncertainty modeling. The final model is designed to improve classification accuracy in challenging scenarios with fine-grained class confusions.",True,False,12676,181,12857,DINOv2 only
0165_6eeb6ea3,program_step0165_6eeb6ea3.py,eval_step0165_6eeb6ea3.json,0.6542553191489362,"['DINOv2', 'ViT']","['prototype-to-prototype graph smoothing', 'instance-to-prototype attention fusion', 'student distillation', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting']",7,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline with a novel prototype-to-prototype graph smoothing technique. It focuses on refining class-level prototypes through instance-to-prototype attention fusion, allowing for better handling of fine-grained texture ambiguities. The approach combines labeled and unlabeled data, utilizing student distillation and pseudo-labeling to improve classification accuracy while maintaining low computational costs.",True,False,11160,154,11314,DINOv2 only
