run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,llm_cost,backbone_bucket,methods_canonical,n_methods_canonical
0094_25db0188,program_step0094_25db0188.py,eval_step0094_25db0188.json,0.6452127659574468,"['DINOv2', 'ViT']","['class-conditional local covariance', 'cosine-prototype classifier', 'shrinkage-LDA', 'pseudo-labeling', 'Mahalanobis distance', 'consistency objectives', 'multi-view augmentation', 'student-teacher distillation']",8,yes,This program enhances a semi-supervised learning pipeline by integrating class-conditional local covariance Mahalanobis scoring with a cosine-prototype classifier. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student model trained with labeled and pseudo-labeled data. The method focuses on improving decision boundaries by estimating per-class covariance and fusing cosine and Mahalanobis logits for predictions.,True,False,8317,160,8477,0.0098527,DINOv2 only,"['class conditional local experts', 'consistency / multi-view', 'cosine prototype classifier', 'mahalanobis distance', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0095_13efa248,program_step0095_13efa248.py,eval_step0095_13efa248.json,0.6404255319148936,"['DINOv2', 'MLP']","['transductive prototype densification', 'shrinkage-LDA', 'graph posterior blending', 'cosine prototype inference', 'pseudo-labeling', 'multi-view augmentation', 'weighted k-means', 'soft/hard supervision', 'unlabeled distillation']",9,yes,"This program implements a semi-supervised learning pipeline that enhances classification performance by introducing transductive prototype densification. It utilizes a frozen DINOv2 backbone to extract features and employs a compact student MLP for classification. The method focuses on learning multiple sub-prototypes per class from confident unlabeled samples, improving the representation of multi-modal classes. The approach combines labeled and unlabeled data effectively, leveraging techniques like graph posterior blending and pseudo-labeling to refine the model's predictions.",True,False,8238,184,8422,0.009871400000000002,DINOv2 only,"['cosine prototype inference', 'graph posterior blending', 'multi view augmentation', 'prototype densification', 'pseudo-labeling', 'shrinkage lda', 'soft hard supervision', 'student distillation', 'weighted k means']",9
0096_4f741002,program_step0096_4f741002.py,eval_step0096_4f741002.json,0.6478723404255319,"['DINOv2', 'StudentNet']","['class-conditional Gaussian residual scoring', 'frozen features', 'shrinkage-LDA projection', 'student distillation', 'cross-view consistency', 'conservative pseudo-labeling', 'cosine prototypes', 'Gaussian residual model']",8,yes,"This program enhances a semi-supervised learning pipeline by integrating a class-conditional Gaussian residual scoring mechanism into the student embedding space. It utilizes frozen DINOv2 features and employs a refined prototype teacher along with student distillation. The method focuses on improving class variance estimates with a diagonal Gaussian model while maintaining data efficiency, especially with limited labeled samples. The training process includes labeled supervision, unlabeled distillation, and consistency objectives to optimize the model's performance.",True,False,9685,172,9857,0.0114103,DINOv2 only,"['consistency / multi-view', 'cosine prototype inference', 'frozen features', 'gaussian em', 'gaussian residual fusion', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0097_81ffbbba,program_step0097_81ffbbba.py,eval_step0097_81ffbbba.json,0.6478723404255319,"['DINOv2', 'ViT']","['pseudo-labeling', 'student distillation', 'prototype consistency gating', 'graph posterior blending', 'shrinkage-LDA', 'consistency objectives', 'multi-view augmentation']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a DINOv2-based model with a novel prototype-consistency gating mechanism for pseudo-labeling. It maintains a frozen backbone while refining class prototypes and utilizing student distillation to improve classification accuracy. The approach is designed to be robust in scenarios with limited labeled data, addressing the challenges of noisy pseudo-labels and geometric consistency in the embedding space.",True,False,10461,150,10611,0.0121671,DINOv2 only,"['consistency / multi-view', 'graph posterior blending', 'multi view augmentation', 'prototype densification', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",7
0098_05dd9e1c,program_step0098_05dd9e1c.py,eval_step0098_05dd9e1c.json,0.6526595744680851,"['DINOv2', 'ViT']","['pseudo-labeling', 'class-wise quota balancing', 'student distillation', 'Gaussian head fitting', 'shrinkage-LDA', 'multi-view augmentation', 'consistency regularization']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a strong existing model by introducing class-wise pseudo-label quota balancing to improve the robustness of pseudo-labeled support. It utilizes a frozen DINOv2 backbone and employs various techniques such as student distillation, Gaussian head fitting, and shrinkage-LDA for feature projection. The goal is to maintain model performance while addressing class imbalance in pseudo-labeling without altering the core training components.",True,False,10249,159,10408,0.0119735,DINOv2 only,"['class wise quota balancing', 'consistency regularization', 'gaussian head', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",7
0099_92ce9f35,program_step0099_92ce9f35.py,eval_step0099_92ce9f35.json,0.6526595744680851,"['DINOv2', 'ViT']","['student distillation', 'pseudo-labeling', 'class-wise prototype dispersion regularization', 'graph posterior blending', 'consistency objectives', 'multi-view augmentation', 'Gaussian residual fusion']",7,yes,The program implements a semi-supervised learning pipeline that enhances classification performance by utilizing a frozen DINOv2 backbone and a student model for distillation. It introduces a novel class-wise prototype dispersion regularization method to improve the handling of pseudo-labeled examples. The approach leverages multi-view augmentations and graph-based blending of predictions to refine class prototypes and improve model accuracy with limited labeled data.,True,False,10266,149,10415,0.0119482,DINOv2 only,"['class wise prototype dispersion regularization', 'consistency / multi-view', 'gaussian residual fusion', 'graph posterior blending', 'multi view augmentation', 'pseudo-labeling', 'student distillation']",7
0100_57ccef6e,program_step0100_57ccef6e.py,eval_step0100_57ccef6e.json,0.6547872340425532,"['DINOv2', 'ViT']","['frozen features', 'shrinkage-LDA', 'student distillation', 'pseudo-labeling', 'Gaussian modeling', 'low-rank covariance correction', 'consistency objectives', 'multi-view augmentation']",8,yes,"The program enhances a classification pipeline by integrating class-wise prototype covariance shaping in the student embedding space. It employs a frozen DINOv2 backbone and utilizes a combination of labeled and pseudo-labeled data for training. The method focuses on improving class shape modeling through low-rank covariance corrections while maintaining data efficiency. The approach includes various training strategies such as student distillation, Gaussian modeling, and consistency objectives to optimize performance.",True,False,11406,159,11565,0.0132462,DINOv2 only,"['consistency / multi-view', 'frozen features', 'gaussian mixture modeling', 'low rank covariance correction', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0101_c962cbb0,program_step0101_c962cbb0.py,eval_step0101_c962cbb0.json,0.652127659574468,"['DINOv2', 'MLP']","['frozen feature extraction', 'shrinkage-LDA', 'student distillation', 'class-conditional local prototype decomposition', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian residual fusion']",8,yes,"The program implements a semi-supervised learning framework for texture recognition using a modified DINOv2 backbone. It introduces class-conditional local prototype decomposition to capture multi-modal appearances within classes, leveraging both labeled and unlabeled data. The approach employs a student-teacher model with distillation and consistency objectives, along with Gaussian modeling for improved classification. The method is designed to be robust in scenarios with limited labeled samples.",True,False,10738,161,10899,0.0125202,DINOv2 only,"['class conditional local prototype decomposition', 'consistency / multi-view', 'frozen features', 'gaussian residual fusion', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0103_3de22535,program_step0103_3de22535.py,eval_step0103_3de22535.json,0.649468085106383,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'prototype contrastive loss', 'Gaussian head fitting', 'view agreement']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet architecture. It employs various training strategies including pseudo-labeling, consistency objectives, and prototype contrastive loss to enhance model performance on labeled and unlabeled data. The model is trained to align multiple views of the same data and incorporates a Gaussian head for improved classification. The program is designed to efficiently utilize both labeled and unlabeled samples for training.",True,False,10970,158,11128,0.012762200000000001,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'multi view augmentation', 'prototype contrastive loss', 'pseudo-labeling', 'semi-supervised learning', 'view agreement']",7
0104_1004eb77,program_step0104_1004eb77.py,eval_step0104_1004eb77.json,0.6505319148936171,"['DINOv2', 'ViT']","['cross-view nearest-neighbor cycle-consistency regularization', 'pseudo-labeling', 'graph posterior blending', 'student distillation', 'Gaussian head fitting', 'multi-view transforms', 'consistency objectives', 'cross-view neighborhood distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by leveraging cross-view consistency among unlabeled samples. It utilizes DINOv2 features and incorporates a novel cycle-consistency regularization method to improve pseudo-label reliability. The approach includes a student-teacher framework for distillation and a Gaussian head for final classification, while maintaining a focus on data efficiency through multi-view transformations and retrieval fusion.",True,False,11094,173,11267,0.012964600000000001,DINOv2 only,"['consistency / multi-view', 'cross view nearest neighbor cycle consistency regularization', 'cross view neighborhood distillation', 'gaussian head', 'graph posterior blending', 'multi view training', 'pseudo-labeling', 'student distillation']",8
0105_928ee1db,program_step0105_928ee1db.py,eval_step0105_928ee1db.json,0.651595744680851,"['DINOv2', 'ViT']","['self-exclusion margin calibration', 'pseudo-labeling', 'student distillation', 'graph posterior blending', 'shrinkage-LDA projection', 'consistency objectives', 'cross-view agreement', 'Gaussian head fitting']",8,yes,"The program implements a semi-supervised learning pipeline that enhances pseudo-label reliability through self-exclusion margin calibration. It utilizes frozen DINOv2 features and employs a student-teacher framework for distillation. The method focuses on refining prototypes and leveraging class-specific margin information to improve classification accuracy, particularly in scenarios with limited labeled data.",True,False,12532,143,12675,0.0144144,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'graph posterior blending', 'pseudo-labeling', 'self exclusion margin calibration', 'shrinkage lda', 'student distillation', 'view agreement']",8
0106_186006d2,program_step0106_186006d2.py,eval_step0106_186006d2.json,0.648936170212766,"['DINOv2', 'ViT']","['pseudo-labeling', 'class-specific reliability gating', 'student distillation', 'Gaussian fitting', 'retrieval fusion', 'consistency objectives', 'multi-view augmentation']",7,yes,"The program implements a semi-supervised learning pipeline that enhances a strong existing model by introducing class-specific reliability gating for pseudo-labeling. It utilizes DINOv2 features and a ViT backbone while maintaining the core structure of the model. The approach focuses on refining prototypes and downweighting unreliable pseudo-labels to improve classification accuracy. The method includes various training strategies such as student distillation and Gaussian fitting, along with multi-view augmentations for better feature extraction.",True,False,10841,160,11001,0.0126291,DINOv2 only,"['class specific reliability gating', 'consistency / multi-view', 'gaussian fitting', 'multi view augmentation', 'pseudo-labeling', 'retrieval fusion', 'student distillation']",7
0107_69254b59,program_step0107_69254b59.py,eval_step0107_69254b59.json,0.65,"['DINOv2', 'ViT']","['class-aware local support prototypes', 'mutual-NN', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'pseudo-labeling', 'Gaussian head', 'multi-view augmentation', 'consistency objectives']",9,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by utilizing class-aware local support prototypes derived from unlabeled data. It employs a frozen DINOv2 backbone for feature extraction, followed by a student network for distillation and classification. The method focuses on refining pseudo-labels through mutual nearest neighbors and incorporates Gaussian modeling for improved robustness. Overall, it aims to efficiently leverage unlabeled data while maintaining a strong core training strategy.",True,False,11403,170,11573,0.0132913,DINOv2 only,"['class aware local support prototypes', 'consistency / multi-view', 'gaussian head', 'graph posterior blending', 'multi view augmentation', 'mutual nn', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",9
0108_592fd659,program_step0108_592fd659.py,eval_step0108_592fd659.json,0.6484042553191489,"['DINOv2', 'ViT']","['student distillation', 'pseudo-labeling', 'consistency objectives', 'shrinkage-LDA projection', 'covariance-aware logits', 'multi-view augmentation']",6,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using class-conditional covariance-aware prototype logits in the student embedding space. It utilizes a DINOv2 backbone for feature extraction and employs a student model for distillation. The method focuses on improving classification accuracy by modeling directional class anisotropy and leveraging pseudo-labels from unlabeled data. Key features include a refined prototype teacher, graph posterior blending, and a low-rank covariance correction approach.",True,False,10679,161,10840,0.012455299999999999,DINOv2 only,"['consistency / multi-view', 'covariance aware logits', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",6
0109_876aaf70,program_step0109_876aaf70.py,eval_step0109_876aaf70.json,0.648936170212766,"['DINOv2', 'StudentNet']","['class-conditional residual modeling', 'pseudo-labeling', 'graph posterior blending', 'shrinkage-LDA', 'multi-view consistency', 'cosine similarity', 'Mahalanobis distance', 'student distillation']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by modeling class-conditional residuals in the student embedding space. It utilizes a frozen DINOv2 backbone for feature extraction, followed by a student network that is trained using a combination of labeled and pseudo-labeled data. The method incorporates advanced techniques such as Mahalanobis-to-prototype fusion and graph posterior blending to improve the robustness of class predictions, particularly in scenarios with limited labeled data.",True,False,9641,170,9811,0.011353100000000001,DINOv2 only,"['consistency / multi-view', 'cosine similarity', 'gaussian em', 'graph posterior blending', 'mahalanobis distance', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0110_c4fb5a2b,program_step0110_c4fb5a2b.py,eval_step0110_c4fb5a2b.json,0.6478723404255319,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'class-wise multi-center clustering', 'entropy-weighted routing', 'mixture-of-prototypes', 'pseudo-labeling', 'consistency objectives', 'distillation', 'Gaussian head fitting']",8,yes,"This program enhances a frozen-feature pipeline using DINOv2 by implementing a novel class-wise multi-center clustering approach with entropy-weighted routing. It replaces single class prototypes with a mixture of prototypes to better handle multimodal texture classes. The method incorporates pseudo-labeling and distillation strategies to improve model performance while keeping the backbone frozen, ensuring efficiency and simplicity.",True,False,11351,149,11500,0.013141700000000001,DINOv2 only,"['class wise multi center clustering', 'consistency / multi-view', 'entropy weighted routing', 'frozen features', 'gaussian head', 'mixture of prototypes', 'pseudo-labeling', 'student distillation']",8
0111_0a885083,program_step0111_0a885083.py,eval_step0111_0a885083.json,0.6420212765957447,"['DINOv2', 'StudentNet']","['class-conditional covariance adaptation', 'quadratic prototype scoring', 'pseudo-labeling', 'graph posterior blending', 'compact student distillation', 'shrinkage-LDA projection', 'multi-view feature extraction', 'consistency objectives', 'data-efficient covariance modeling']",9,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using class-conditional covariance adaptation and quadratic prototype scoring. It leverages DINOv2 features for feature extraction and employs a student-teacher model for distillation. The method focuses on utilizing pseudo-labeled samples to improve class geometry modeling, particularly for texture recognition tasks with limited labeled data. The approach combines various training strategies, including consistency objectives and pseudo-labeling, to achieve robust classification performance.",True,False,11582,181,11763,0.013536600000000003,DINOv2 only,"['consistency / multi-view', 'data efficient covariance modeling', 'graph posterior blending', 'multi view feature extract', 'pseudo-labeling', 'quadratic scoring', 'shrinkage lda', 'student distillation', 'transductive class conditional covariance adaptation']",9
0113_a88f0f5c,program_step0113_a88f0f5c.py,eval_step0113_a88f0f5c.json,0.6531914893617021,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian mixture modeling', 'multi-view learning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 for feature extraction. It employs various strategies such as pseudo-labeling, consistency objectives, and knowledge distillation to enhance model performance on labeled and unlabeled data. The model is trained to leverage multi-view data and incorporates Gaussian mixture modeling for improved classification accuracy.",True,False,11425,157,11582,0.0132583,DINOv2 only,"['consistency / multi-view', 'gaussian mixture modeling', 'label smoothing', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0114_ba556790,program_step0114_ba556790.py,eval_step0114_ba556790.json,0.6579787234042553,"['DINOv2', 'MLP']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'covariance-aware classification', 'shrinkage-LDA', 'student distillation', 'multi-view feature extraction', 'Gaussian log-density fusion']",8,yes,"This program implements a semi-supervised learning framework that enhances classification performance with a novel covariance-aware quadratic logits approach. It utilizes frozen DINOv2 features for feature extraction and employs a student-teacher model for distillation. The method incorporates pseudo-labeling and consistency objectives to leverage unlabeled data effectively, while also refining class prototypes with diagonal covariance estimates. The final classifier fuses cosine similarity and Gaussian log-density scores for improved predictions.",True,False,9493,165,9658,0.011168299999999999,DINOv2 only,"['consistency / multi-view', 'covariance aware classification', 'gaussian log density fusion', 'multi view feature extract', 'pseudo-labeling', 'semi-supervised learning', 'shrinkage lda', 'student distillation']",8
0115_84e29e98,program_step0115_84e29e98.py,eval_step0115_84e29e98.json,0.6484042553191489,"['DINOv2', 'MLP']","['frozen feature extraction', 'shrinkage-LDA', 'graph posterior blending', 'student distillation', 'local quadratic scoring', 'pseudo-labeling', 'consistency regularization', 'data augmentation']",8,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using DINOv2. It introduces a class-conditional covariance-aware local quadratic scoring mechanism to improve decision-making in the student embedding space. The method leverages high-confidence pseudo-labeled samples to model local class geometry without fine-tuning the backbone, aiming for data efficiency. The approach combines various training strategies, including student distillation and consistency objectives, to refine predictions and improve classification accuracy.",True,False,11984,169,12153,0.013926000000000001,DINOv2 only,"['consistency regularization', 'frozen features', 'graph posterior blending', 'multi view augmentation', 'pseudo-labeling', 'quadratic scoring', 'shrinkage lda', 'student distillation']",8
0116_57da5a45,program_step0116_57da5a45.py,eval_step0116_57da5a45.json,0.6563829787234042,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian process', 'local Fisher retrieval']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification. It employs various techniques such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance on labeled and unlabeled data. The training process includes knowledge distillation and Gaussian process methods to refine predictions and improve accuracy. The model is designed to handle both labeled and unlabeled datasets effectively.",True,False,10594,157,10751,0.0123442,DINOv2 only,"['consistency / multi-view', 'gaussian process', 'label smoothing', 'local fisher retrieval', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0118_48ee71ce,program_step0118_48ee71ce.py,eval_step0118_48ee71ce.json,0.6473404255319148,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head', 'Mahalanobis head', 'knowledge distillation', 'label smoothing', 'feature projection', 'LDA', 'memory bank']",11,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency objectives, and multi-view augmentations to enhance model performance with limited labeled data. The model is trained using a combination of supervised and unsupervised losses, including Gaussian and Mahalanobis heads for improved representation learning. The program also includes a memory bank for retrieval-based predictions.",True,False,11675,175,11850,0.0136125,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'label smoothing', 'lda', 'lda projection', 'mahalanobis distance', 'memory bank', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",11
0119_b723b89f,program_step0119_b723b89f.py,eval_step0119_b723b89f.json,0.6558510638297872,"['DINOv2', 'ViT']","['class-wise prototypes', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'multi-view consistency', 'Gaussian mixture modeling', 'subcenter learning']",8,yes,"The program implements a semi-supervised learning pipeline that enhances class representation through class-wise prototype subcenters and reliability-gated mixture scoring. It utilizes frozen DINOv2 features and employs a student-teacher framework for distillation. The method incorporates pseudo-labeling from unlabeled data and models class substructure using Gaussian mixtures and subcenters. The approach aims to improve classification accuracy, particularly for multi-modal texture classes.",True,False,12190,159,12349,0.0141086,DINOv2 only,"['class wise prototypes', 'consistency / multi-view', 'gaussian mixture modeling', 'graph posterior blending', 'metric learning', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0120_a2b1db21,program_step0120_a2b1db21.py,eval_step0120_a2b1db21.json,0.6547872340425532,"['DINOv2', 'StudentNet']","['transductive optimal transport', 'confidence-ramped distillation', 'shrinkage-LDA', 'graph posterior blending', 'pseudo-labeling', 'view consistency', 'Gaussian head fitting']",7,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance through a novel class-aware transductive optimal transport refinement. It utilizes frozen DINOv2 features and incorporates confidence-ramped student distillation along with a structured assignment problem to balance class mass in the unlabeled data. The approach includes training a student model with labeled and unlabeled data, leveraging view consistency and Gaussian modeling for improved predictions.",True,False,11203,154,11357,0.013000900000000001,DINOv2 only,"['confidence ramped distillation', 'consistency / multi-view', 'gaussian head', 'graph posterior blending', 'pseudo-labeling', 'shrinkage lda', 'transductive optimal transport']",7
0121_c1a2407b,program_step0121_c1a2407b.py,eval_step0121_c1a2407b.json,0.6462765957446809,"['DINOv2', 'ViT']","['geodesic medoid prototypes', 'graph posterior blending', 'shrinkage-LDA projection', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head', 'geodesic head']",8,yes,"This program implements a semi-supervised learning pipeline that enhances a strong baseline by introducing unlabeled manifold geodesic smoothing with class-wise geodesic medoid prototypes. It utilizes a frozen DINOv2 backbone for feature extraction and employs a combination of labeled and pseudo-labeled data to refine class prototypes. The method focuses on improving the geometry of class representations in the feature space, leveraging graph-based techniques to better capture local texture continuity and robustness in predictions.",True,False,11806,170,11976,0.013734600000000001,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'geodesic head', 'geodesic medoid prototypes', 'graph posterior blending', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda']",8
0122_0e5e936c,program_step0122_0e5e936c.py,eval_step0122_0e5e936c.json,0.6446808510638298,"['DINOv2', 'ViT']","['class-conditional residual energy modeling', 'pseudo-labeling', 'student distillation', 'shrinkage-LDA', 'graph posterior blending', 'multi-view consistency', 'Gaussian head fitting', 'residual energy head fitting']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by incorporating class-conditional residual energy modeling. It utilizes a frozen DINOv2 backbone for feature extraction, followed by a student network that distills knowledge from labeled and pseudo-labeled data. The method emphasizes capturing intra-class variation through residual energy, while also employing techniques like graph posterior blending and Gaussian modeling to improve predictions. The approach is designed to be data-efficient, leveraging a small number of labeled examples alongside a larger set of reliable pseudo-labels.",True,False,12302,184,12486,0.014341800000000002,DINOv2 only,"['consistency / multi-view', 'gaussian em', 'gaussian head', 'graph posterior blending', 'pseudo-labeling', 'residual energy head fitting', 'shrinkage lda', 'student distillation']",8
0124_69bab07d,program_step0124_69bab07d.py,eval_step0124_69bab07d.json,0.6430851063829788,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian mixture modeling', 'knowledge distillation', 'clustering', 'parameter-efficient fine-tuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 for feature extraction. It employs various strategies such as pseudo-labeling, consistency objectives, and Gaussian mixture modeling to enhance the learning process. The model is trained on both labeled and unlabeled data, utilizing multi-view augmentations and knowledge distillation techniques to improve performance. The final model is capable of making predictions on new images after training.",True,False,11949,176,12125,0.0139183,DINOv2 only,"['consistency / multi-view', 'cosine clustering', 'gaussian mixture modeling', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0126_16c4c60b,program_step0126_16c4c60b.py,eval_step0126_16c4c60b.json,0.41914893617021276,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'low-rank modeling']",7,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance with limited labeled data. The framework also incorporates multi-view augmentations and Gaussian processes to improve the robustness of predictions. The model is trained to effectively utilize both labeled and unlabeled data for better generalization.",True,False,11730,157,11887,0.013593800000000001,DINOv2 only,"['consistency regularization', 'gaussian process', 'low rank modeling', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0128_67a5dc37,program_step0128_67a5dc37.py,eval_step0128_67a5dc37.json,0.6468085106382979,"['ViT', 'ECOCStudent']","['semi-supervised learning', 'multi-view consistency', 'pseudo-labeling', 'LDA', 'class graph', 'ECOC', 'view agreement', 'label smoothing', 'Laplacian regularization']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and an ECOC-based student model. It leverages multi-view consistency and pseudo-labeling to enhance the learning from both labeled and unlabeled data. The training process includes techniques such as LDA for feature projection, class graph construction, and Laplacian regularization to improve classification performance. The model is designed to handle complex datasets with a focus on efficient learning from limited labeled samples.",True,False,9592,173,9765,0.0113124,DINOv2 only,"['class graph', 'consistency / multi-view', 'consistency regularization', 'ecoc', 'label smoothing', 'lda', 'pseudo-labeling', 'semi-supervised learning', 'view agreement']",9
0129_3eb61a73,program_step0129_3eb61a73.py,eval_step0129_3eb61a73.json,0.6537234042553192,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'low-rank adaptation', 'Gaussian head', 'fused logits']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The model is trained to classify images while leveraging both labeled and unlabeled samples, utilizing a low-rank adaptation approach and Gaussian modeling for improved generalization.",True,False,10784,154,10938,0.01254,DINOv2 only,"['consistency regularization', 'covariance adaptation', 'fused logits', 'gaussian head', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning']",7
0130_567ad6e8,program_step0130_567ad6e8.py,eval_step0130_567ad6e8.json,0.6510638297872341,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'shrinkage-LDA', 'prototype-slot memory refinement', 'entropic optimal transport', 'pseudo-labeling', 'compact student distillation', 'cosine inference', 'Gaussian inference', 'view agreement', 'consistency regularization']",10,yes,"The program implements a semi-supervised learning framework that enhances classification performance by refining class prototypes using a novel prototype-slot memory refinement method. It leverages frozen DINOv2 features and employs a combination of pseudo-labeling, consistency objectives, and a compact student distillation approach. The method aims to address the challenges of multi-modal texture classes by fitting multiple class-specific memory slots, thus improving the model's ability to generalize from limited labeled data.",True,False,11860,177,12037,0.013824800000000002,DINOv2 only,"['consistency regularization', 'cosine prototype inference', 'entropic optimal transport', 'frozen features', 'gaussian process', 'prototype methods', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'view agreement']",10
0131_dfb13f4b,program_step0131_dfb13f4b.py,eval_step0131_dfb13f4b.json,0.6457446808510638,"['DINOv2', 'ViT']","['frozen features', 'shrinkage-LDA', 'student distillation', 'pseudo-labeling', 'entropy-regularized assignment', 'multi-component prototypes', 'Gaussian head', 'component head', 'view agreement', 'consistency regularization']",10,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-conditional optimal-transport style soft assignment refinement. It introduces a mixture of class components for improved representation of multimodal texture classes, leveraging reliable pseudo-labels from unlabeled data. The training involves a student model that distills knowledge from a teacher model, utilizing various regularization techniques and consistency objectives to optimize performance.",True,False,11356,169,11525,0.0132352,DINOv2 only,"['consistency regularization', 'cosine head', 'entropy regularized assignment', 'frozen features', 'gaussian head', 'multi component prototypes', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'view agreement']",10
